kraj_code,kraj,obvod_code,obvod,okres_code,okres,town_code,town,okrsok,last_year_votes,votes,last_year_votes_town,percentage_of_town
4,Nitriansky kraj,401,Komárno,401,Komárno,501026,Komárno,4,578,468.8186156418144,14686,0.039357210949203324
4,Nitriansky kraj,401,Komárno,401,Komárno,501026,Komárno,5,553,485.4877896944795,14686,0.03765490943755958
4,Nitriansky kraj,401,Komárno,401,Komárno,501026,Komárno,6,425,386.3034604783544,14686,0.02893912569794362
4,Nitriansky kraj,401,Komárno,401,Komárno,501026,Komárno,7,349,297.81145443228644,14686,0.023764129102546643
4,Nitriansky kraj,401,Komárno,401,Komárno,501026,Komárno,8,281,253.22744092918109,14686,0.019133868990875665
4,Nitriansky kraj,401,Komárno,401,Komárno,501026,Komárno,9,301,304.56750026173444,14686,0.020495710200190656
4,Nitriansky kraj,401,Komárno,401,Komárno,501026,Komárno,10,418,425.3431222966372,14686,0.02846248127468337
4,Nitriansky kraj,401,Komárno,401,Komárno,501026,Komárno,11,400,418.1606521231869,14686,0.027236824186299878
4,Nitriansky kraj,401,Komárno,401,Komárno,501026,Komárno,12,494,575.5331804258146,14686,0.03363747787008035
4,Nitriansky kraj,401,Komárno,401,Komárno,501026,Komárno,13,501,520.7449377899987,14686,0.0341141222933406
4,Nitriansky kraj,401,Komárno,401,Komárno,501026,Komárno,14,455,527.2139487181532,14686,0.03098188751191611
4,Nitriansky kraj,401,Komárno,401,Komárno,501026,Komárno,15,440,482.21054129585093,14686,0.029960506604929864
4,Nitriansky kraj,401,Komárno,401,Komárno,501026,Komárno,16,583,528.7062293666909,14686,0.03969767125153207
4,Nitriansky kraj,401,Komárno,401,Komárno,501026,Komárno,17,493,499.8831987480261,14686,0.0335693858096146
4,Nitriansky kraj,401,Komárno,401,Komárno,501026,Komárno,18,464,530.634823093526,14686,0.031594716056107856
4,Nitriansky kraj,401,Komárno,401,Komárno,501026,Komárno,19,363,316.4175096656566,14686,0.02471741794906714
4,Nitriansky kraj,401,Komárno,401,Komárno,501026,Komárno,20,502,417.6071911668119,14686,0.03418221435380635
4,Nitriansky kraj,401,Komárno,401,Komárno,501026,Komárno,21,525,422.6374591806239,14686,0.03574833174451859
4,Nitriansky kraj,401,Komárno,401,Komárno,501026,Komárno,22,607,628.7971042341716,14686,0.041331880702710065
4,Nitriansky kraj,401,Komárno,401,Komárno,501026,Komárno,23,555,590.4297341839119,14686,0.03779109355849108
4,Nitriansky kraj,401,Komárno,401,Komárno,501026,Komárno,24,466,521.5231018552698,14686,0.031730900177039355
4,Nitriansky kraj,401,Komárno,401,Komárno,501026,Komárno,25,632,547.2587834662319,14686,0.04303418221435381
4,Nitriansky kraj,401,Komárno,401,Komárno,501026,Komárno,26,592,634.0398591773228,14686,0.04031049979572382
4,Nitriansky kraj,401,Komárno,401,Komárno,501026,Komárno,27,261,289.4796298922455,14686,0.01777202778156067
4,Nitriansky kraj,401,Komárno,401,Komárno,501026,Komárno,28,374,376.5971578974224,14686,0.025466430614190384
4,Nitriansky kraj,401,Komárno,401,Komárno,501026,Komárno,29,504,604.0367775476301,14686,0.034318398474737846
4,Nitriansky kraj,401,Komárno,401,Komárno,501026,Komárno,30,519,431.2580930545832,14686,0.03533977938172409
4,Nitriansky kraj,401,Komárno,401,Komárno,501026,Komárno,31,586,499.6488192437738,14686,0.03990194743292932
4,Nitriansky kraj,401,Komárno,401,Komárno,501026,Komárno,32,115,107.57631216824791,14686,0.007830586953561215
4,Nitriansky kraj,401,Komárno,401,Komárno,501026,Komárno,33,195,231.96915223261013,14686,0.01327795179082119
4,Nitriansky kraj,401,Komárno,401,Komárno,501034,Bajč,1,510,572.191090490368,584,0.8732876712328768
4,Nitriansky kraj,401,Komárno,401,Komárno,501034,Bajč,2,45,49.359270338765356,584,0.07705479452054795
4,Nitriansky kraj,401,Komárno,401,Komárno,501034,Bajč,3,29,30.80217111299017,584,0.04965753424657534
4,Nitriansky kraj,401,Komárno,401,Komárno,501042,Bodza,1,183,200.13122814430088,183,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501069,Brestovec,1,260,277.49489517255114,260,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501077,Búč,1,545,520.8131891155065,545,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501085,Čalovec,1,418,483.2170063843693,454,0.920704845814978
4,Nitriansky kraj,401,Komárno,401,Komárno,501085,Čalovec,2,36,37.34587321581541,454,0.07929515418502203
4,Nitriansky kraj,401,Komárno,401,Komárno,501093,Číčov,1,494,500.78025061961483,494,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501107,Dedina Mládeže,1,198,209.53094750708564,198,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501115,Svätý Peter,1,460,394.9593192768945,1380,0.3333333333333333
4,Nitriansky kraj,401,Komárno,401,Komárno,501115,Svätý Peter,2,460,488.05791727193406,1380,0.3333333333333333
4,Nitriansky kraj,401,Komárno,401,Komárno,501115,Svätý Peter,3,460,513.5571056505356,1380,0.3333333333333333
4,Nitriansky kraj,401,Komárno,401,Komárno,501123,Dulovce,1,329,268.1155385323229,638,0.5156739811912225
4,Nitriansky kraj,401,Komárno,401,Komárno,501123,Dulovce,2,309,297.7568733779591,638,0.4843260188087774
4,Nitriansky kraj,401,Komárno,401,Komárno,501140,Hurbanovo,1,193,166.81467694562087,3535,0.0545968882602546
4,Nitriansky kraj,401,Komárno,401,Komárno,501140,Hurbanovo,2,119,124.84205468897002,3535,0.033663366336633666
4,Nitriansky kraj,401,Komárno,401,Komárno,501140,Hurbanovo,3,598,703.5730894530658,3535,0.16916548797736916
4,Nitriansky kraj,401,Komárno,401,Komárno,501140,Hurbanovo,4,708,613.2719757431133,3535,0.20028288543140027
4,Nitriansky kraj,401,Komárno,401,Komárno,501140,Hurbanovo,5,605,552.8488382162915,3535,0.17114568599717114
4,Nitriansky kraj,401,Komárno,401,Komárno,501140,Hurbanovo,6,731,638.1518649479046,3535,0.2067892503536068
4,Nitriansky kraj,401,Komárno,401,Komárno,501140,Hurbanovo,7,535,550.2782045506093,3535,0.15134370579915135
4,Nitriansky kraj,401,Komárno,401,Komárno,501140,Hurbanovo,8,46,45.874652066273505,3535,0.013012729844413012
4,Nitriansky kraj,401,Komárno,401,Komárno,501158,Chotín,1,721,686.8994597539668,721,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501166,Imeľ,1,509,480.7572493422375,1017,0.5004916420845624
4,Nitriansky kraj,401,Komárno,401,Komárno,501166,Imeľ,2,508,441.03447224041315,1017,0.4995083579154376
4,Nitriansky kraj,401,Komárno,401,Komárno,501174,Iža,1,390,329.63228490568883,784,0.49744897959183676
4,Nitriansky kraj,401,Komárno,401,Komárno,501174,Iža,2,394,389.2274190575267,784,0.5025510204081632
4,Nitriansky kraj,401,Komárno,401,Komárno,501182,Kameničná,1,358,387.8014923872012,730,0.4904109589041096
4,Nitriansky kraj,401,Komárno,401,Komárno,501182,Kameničná,2,372,435.215085917643,730,0.5095890410958904
4,Nitriansky kraj,401,Komárno,401,Komárno,501191,Klížska Nemá,1,219,199.17168094411332,219,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501204,Kolárovo,1,80,66.8411793270005,4205,0.019024970273483946
4,Nitriansky kraj,401,Komárno,401,Komárno,501204,Kolárovo,2,50,42.491649270934595,4205,0.011890606420927468
4,Nitriansky kraj,401,Komárno,401,Komárno,501204,Kolárovo,3,639,608.256911426432,4205,0.15196195005945304
4,Nitriansky kraj,401,Komárno,401,Komárno,501204,Kolárovo,4,566,519.3129055464036,4205,0.13460166468489893
4,Nitriansky kraj,401,Komárno,401,Komárno,501204,Kolárovo,5,405,460.47717949211375,4205,0.09631391200951249
4,Nitriansky kraj,401,Komárno,401,Komárno,501204,Kolárovo,6,479,502.7833084729054,4205,0.11391200951248513
4,Nitriansky kraj,401,Komárno,401,Komárno,501204,Kolárovo,7,515,478.39118378528747,4205,0.12247324613555291
4,Nitriansky kraj,401,Komárno,401,Komárno,501204,Kolárovo,8,525,446.71952148114593,4205,0.1248513674197384
4,Nitriansky kraj,401,Komárno,401,Komárno,501204,Kolárovo,9,652,771.830097250642,4205,0.15505350772889417
4,Nitriansky kraj,401,Komárno,401,Komárno,501204,Kolárovo,10,294,287.762576641549,4205,0.06991676575505351
4,Nitriansky kraj,401,Komárno,401,Komárno,501212,Kravany nad Dunajom,1,311,367.49589940723155,311,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501221,Lipové,1,89,90.4488203060058,89,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501239,Marcelová,1,484,518.5510321004023,1472,0.328804347826087
4,Nitriansky kraj,401,Komárno,401,Komárno,501239,Marcelová,2,453,414.6816546620009,1472,0.3077445652173913
4,Nitriansky kraj,401,Komárno,401,Komárno,501239,Marcelová,3,535,480.4321878476009,1472,0.36345108695652173
4,Nitriansky kraj,401,Komárno,401,Komárno,501247,Martovce,1,324,366.84715291425596,324,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501255,Moča,1,609,594.0441142284551,609,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501263,Modrany,1,436,426.1544199919465,436,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501271,Mudroňovo,1,53,55.50830059507835,53,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501280,Nesvady,1,566,470.7011427104192,2083,0.271723475756121
4,Nitriansky kraj,401,Komárno,401,Komárno,501280,Nesvady,2,571,566.3854995149129,2083,0.2741238598175708
4,Nitriansky kraj,401,Komárno,401,Komárno,501280,Nesvady,3,474,464.4219788724138,2083,0.22755640902544408
4,Nitriansky kraj,401,Komárno,401,Komárno,501280,Nesvady,4,472,559.7498353059207,2083,0.22659625540086414
4,Nitriansky kraj,401,Komárno,401,Komárno,501301,Okoličná na Ostrove,1,557,526.0391137484869,557,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501310,Patince,1,302,311.6889113706957,302,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501328,Pribeta,1,675,603.2072228712208,1341,0.5033557046979866
4,Nitriansky kraj,401,Komárno,401,Komárno,501328,Pribeta,2,666,787.0537340988665,1341,0.4966442953020134
4,Nitriansky kraj,401,Komárno,401,Komárno,501336,Radvaň nad Dunajom,1,399,421.30799142450195,399,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501344,Sokolce,1,484,503.5069112569851,484,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501352,Šrobárová,1,291,272.62861549605583,291,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501361,Tôň,1,322,285.6439720677675,322,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501379,Trávnik,1,273,250.35993960606572,273,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501387,Veľké Kosihy,1,442,445.26249468855366,442,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501395,Bátorove Kosihy,1,407,413.30568151761287,1198,0.3397328881469115
4,Nitriansky kraj,401,Komárno,401,Komárno,501395,Bátorove Kosihy,2,370,406.99125073797364,1198,0.3088480801335559
4,Nitriansky kraj,401,Komárno,401,Komárno,501395,Bátorove Kosihy,3,421,385.08276197705925,1198,0.35141903171953254
4,Nitriansky kraj,401,Komárno,401,Komárno,501409,Vrbová nad Váhom,1,243,249.20702382574956,243,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501417,Zemianska Olča,1,429,349.6593878553397,842,0.5095011876484561
4,Nitriansky kraj,401,Komárno,401,Komárno,501417,Zemianska Olča,2,413,442.63806002805734,842,0.49049881235154397
4,Nitriansky kraj,401,Komárno,401,Komárno,501425,Zlatná na Ostrove,1,454,451.6292847879465,871,0.521239954075775
4,Nitriansky kraj,401,Komárno,401,Komárno,501425,Zlatná na Ostrove,2,417,401.0271330161254,871,0.47876004592422505
4,Nitriansky kraj,401,Komárno,401,Komárno,555819,Bodzianske Lúky,1,81,72.90282166027384,81,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,555827,Virt,1,160,132.70219317927865,160,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,580911,Holiare,1,184,205.5621434264116,184,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,1,532,517.8731194098303,17630,0.03017583664208735
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,2,312,307.9544292543165,17630,0.017697107203630175
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,3,324,288.6678729779953,17630,0.018377765173000566
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,4,375,427.9617717339266,17630,0.02127056154282473
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,5,359,390.8842627070179,17630,0.020363017583664208
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,6,454,474.14054007379366,17630,0.025751559841179807
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,7,489,559.1833804103226,17630,0.02773681225184345
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,8,322,377.54695701139747,17630,0.018264322178105502
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,9,302,244.7335784488517,17630,0.01712989222915485
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,10,364,323.30213473298875,17630,0.020646625070901873
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,11,378,365.8913412989409,17630,0.021440726035167328
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,12,464,451.00238611392774,17630,0.026318774815655133
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,13,297,333.5803993049772,17630,0.016846284741917187
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,14,369,313.6538769432011,17630,0.020930232558139535
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,15,398,378.2489640459468,17630,0.02257515598411798
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,16,406,355.95136190878543,17630,0.02302892796369824
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,17,283,307.34737151408416,17630,0.01605218377765173
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,18,496,516.9665994148694,17630,0.028133862733976178
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,19,468,485.824811180001,17630,0.026545660805445265
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,20,485,520.8318223467633,17630,0.027509926262053317
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,21,333,285.0500883417104,17630,0.01888825865002836
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,22,436,444.39442076971017,17630,0.02473057288712422
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,23,496,432.07160549171726,17630,0.028133862733976178
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,24,377,324.12951915570164,17630,0.021384004537719797
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,25,347,296.7382675859775,17630,0.019682359614293817
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,26,596,594.2597746552029,17630,0.03380601247872944
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,27,409,341.42078681101094,17630,0.023199092456040838
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,28,387,385.17704305385234,17630,0.02195121951219512
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,29,344,385.20616997142304,17630,0.01951219512195122
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,30,348,279.13781972780225,17630,0.01973908111174135
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,31,368,296.9808997790272,17630,0.020873511060692
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,32,321,304.48399613109615,17630,0.01820760068065797
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,33,333,352.60370366733787,17630,0.01888825865002836
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,34,360,430.28134890560904,17630,0.02041973908111174
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,35,362,336.3746017188653,17630,0.020533182076006806
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,36,412,337.35443507713734,17630,0.023369256948383436
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,37,374,398.2122192122558,17630,0.021213840045377196
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,38,349,395.6393746778598,17630,0.01979580260918888
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,39,416,430.4214182499341,17630,0.023596142938173567
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,40,428,372.0488584126585,17630,0.024276800907543958
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,41,351,320.2259748083221,17630,0.01990924560408395
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,42,446,414.7610791050049,17630,0.025297787861599547
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,43,443,522.831022101578,17630,0.02512762336925695
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,44,118,100.00946918061406,17630,0.006693136698808848
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,45,356,355.7434604894733,17630,0.02019285309132161
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,46,89,81.0070262010252,17630,0.0050482132728304025
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,47,154,147.33281780849472,17630,0.008735110606920022
4,Nitriansky kraj,402,Levice,402,Levice,502049,Bajka,1,90,77.78964014700547,90,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502057,Bátovce,1,595,598.9047326267996,595,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502065,Beša,1,287,339.78398070103344,287,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502073,Bielovce,1,92,78.34170564870345,92,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502090,Bory,1,161,130.6627663871498,161,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502103,Brhlovce,1,172,162.11396777757017,172,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502111,Čajkov,1,589,613.4302884104915,589,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502120,Čaka,1,332,340.32067680638005,332,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502154,Demandice,1,457,526.1814962750191,457,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502162,Devičany,1,231,245.6189756948718,231,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502171,Dolná Seč,1,250,248.5962724824966,250,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502189,Dolné Semerovce,1,200,239.99090113673967,200,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502197,Dolný Pial,1,445,462.95229593116926,445,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502201,Domadice,1,153,154.91897607598554,153,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502219,Drženice,1,125,118.05468109580613,213,0.5868544600938967
4,Nitriansky kraj,402,Levice,402,Levice,502219,Drženice,2,88,74.04466922538971,213,0.4131455399061033
4,Nitriansky kraj,402,Levice,402,Levice,502227,Farná,1,620,732.6029821338865,620,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502243,Hokovce,1,239,255.309419854518,239,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502251,Hontianska Vrbica,1,251,248.14492514729164,251,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502260,Horná Seč,1,373,311.9276327094012,373,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502278,Horné Semerovce,1,284,237.8637067713204,284,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502286,Horné Turovce,1,279,236.69379500286846,279,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502294,Horný Pial,1,137,152.4165035057453,137,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502324,Hronovce,1,206,238.90934465650506,640,0.321875
4,Nitriansky kraj,402,Levice,402,Levice,502324,Hronovce,2,190,180.12697799034606,640,0.296875
4,Nitriansky kraj,402,Levice,402,Levice,502324,Hronovce,3,244,249.23189219433576,640,0.38125
4,Nitriansky kraj,402,Levice,402,Levice,502332,Hronské Kľačany,1,880,767.0552813589995,880,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502341,Hronské Kosihy,1,389,360.077341063384,389,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502359,Iňa,1,140,151.26438404896115,140,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502367,Ipeľské Úľany,1,146,160.24741422459172,146,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502375,Ipeľský Sokolec,1,387,428.1656047012998,387,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502383,Jabloňovce,1,137,127.0850396681139,137,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502391,Jur nad Hronom,1,531,574.3455554612636,531,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502413,Kalná nad Hronom,1,537,559.9002446808904,1011,0.5311572700296736
4,Nitriansky kraj,402,Levice,402,Levice,502413,Kalná nad Hronom,2,474,390.3241604847269,1011,0.4688427299703264
4,Nitriansky kraj,402,Levice,402,Levice,502421,Kozárovce,1,559,489.41899703119805,1130,0.4946902654867257
4,Nitriansky kraj,402,Levice,402,Levice,502421,Kozárovce,2,571,478.2508796739953,1130,0.5053097345132743
4,Nitriansky kraj,402,Levice,402,Levice,502430,Krškany,1,416,368.7971764308208,416,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502448,Kubáňovo,1,155,152.7763136775119,155,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502456,Kukučínov,1,227,245.38360795802507,227,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502464,Kuraľany,1,274,314.725395016474,274,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502472,Keť,1,348,378.9871131729626,348,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502481,Lok,1,426,400.863657449326,426,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502499,Lontov,1,214,244.9902816862752,214,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502502,Lula,1,82,90.45496423788568,82,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502511,Málaš,1,203,230.18923039485975,203,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502537,Malé Ludince,1,95,106.50927802353046,95,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502570,Mýtne Ludany,1,414,462.5688085553986,414,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502588,Nová Dedina,1,855,746.2352650955654,855,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502596,Nový Tekov,1,468,505.6547830590512,468,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502600,Nýrovce,1,268,288.1887546670493,268,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502618,Ondrejovce,1,205,234.19341001028369,205,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502626,Pastovce,1,189,165.95459763143495,189,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502634,Pečenice,1,109,128.10215275230834,109,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502642,Plášťovce,1,371,362.72012599908885,764,0.4856020942408377
4,Nitriansky kraj,402,Levice,402,Levice,502642,Plášťovce,2,393,416.10744465173195,764,0.5143979057591623
4,Nitriansky kraj,402,Levice,402,Levice,502651,Plavé Vozokany,1,291,239.75961777077538,291,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502669,Podlužany,1,445,384.22938193661594,445,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502677,Pohronský Ruskov,1,532,458.3646023871586,532,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502693,Pukanec,1,511,550.5176124567233,984,0.5193089430894309
4,Nitriansky kraj,402,Levice,402,Levice,502693,Pukanec,2,473,488.9253762656922,984,0.4806910569105691
4,Nitriansky kraj,402,Levice,402,Levice,502707,Rybník,1,859,693.8558570394483,859,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502715,Santovka,1,240,221.89922712322243,387,0.6201550387596899
4,Nitriansky kraj,402,Levice,402,Levice,502715,Santovka,2,147,138.20415652303882,387,0.3798449612403101
4,Nitriansky kraj,402,Levice,402,Levice,502723,Sazdice,1,176,195.71704119017772,176,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502731,Sikenica,1,192,173.1832884591202,192,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502740,Slatina,1,102,90.264710150203,102,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502758,Starý Hrádok,1,104,110.19838179360991,104,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502766,Starý Tekov,1,936,751.6191943441634,936,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502782,Šahy,1,426,473.5748798526839,3344,0.12739234449760767
4,Nitriansky kraj,402,Levice,402,Levice,502782,Šahy,2,657,590.099207548626,3344,0.1964712918660287
4,Nitriansky kraj,402,Levice,402,Levice,502782,Šahy,3,412,359.7940249329005,3344,0.12320574162679426
4,Nitriansky kraj,402,Levice,402,Levice,502782,Šahy,4,445,431.6710431317969,3344,0.13307416267942584
4,Nitriansky kraj,402,Levice,402,Levice,502782,Šahy,5,429,357.31001511050863,3344,0.12828947368421054
4,Nitriansky kraj,402,Levice,402,Levice,502782,Šahy,6,595,497.8939955075358,3344,0.17793062200956938
4,Nitriansky kraj,402,Levice,402,Levice,502782,Šahy,7,252,293.86571408828837,3344,0.07535885167464115
4,Nitriansky kraj,402,Levice,402,Levice,502782,Šahy,8,128,144.75768172617555,3344,0.03827751196172249
4,Nitriansky kraj,402,Levice,402,Levice,502791,Šalov,1,71,79.21081334254067,71,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502804,Šarovce,1,576,691.1411381827637,576,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502812,Tehla,1,201,221.16194748810216,201,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502821,Tekovské Lužany,1,452,396.44802608795067,1119,0.40393208221626453
4,Nitriansky kraj,402,Levice,402,Levice,502821,Tekovské Lužany,2,388,451.7591074146103,1119,0.34673815907059874
4,Nitriansky kraj,402,Levice,402,Levice,502821,Tekovské Lužany,3,279,272.3923422431935,1119,0.24932975871313673
4,Nitriansky kraj,402,Levice,402,Levice,502847,Tekovský Hrádok,1,174,157.78529745541576,174,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502863,Tlmače,1,534,576.0704435383276,1998,0.2672672672672673
4,Nitriansky kraj,402,Levice,402,Levice,502863,Tlmače,2,585,536.4874619314625,1998,0.2927927927927928
4,Nitriansky kraj,402,Levice,402,Levice,502863,Tlmače,3,513,472.6908846842606,1998,0.25675675675675674
4,Nitriansky kraj,402,Levice,402,Levice,502863,Tlmače,4,366,293.8613617410422,1998,0.1831831831831832
4,Nitriansky kraj,402,Levice,402,Levice,502871,Tupá,1,304,268.557421466496,304,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502880,Turá,1,103,103.74749389024853,103,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502898,Uhliská,1,109,94.23543672368797,109,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502910,Veľké Ludince,1,695,735.8541825799293,695,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502928,Veľké Turovce,1,374,412.6561391644544,374,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502936,Veľký Ďur,1,480,490.2935686359862,658,0.729483282674772
4,Nitriansky kraj,402,Levice,402,Levice,502936,Veľký Ďur,2,178,151.28591278621604,658,0.270516717325228
4,Nitriansky kraj,402,Levice,402,Levice,502944,Vyškovce nad Ipľom,1,322,376.4796843658729,322,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502952,Vyšné nad Hronom,1,91,85.86469435797976,91,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502961,Zalaba,1,83,82.35253175982729,83,1.0
