kraj_code,kraj,obvod_code,obvod,okres_code,okres,town_code,town,last_year_votes,total_count_okrsok,votes,count_okrsok,counted_percentage,counted_percentage_of_votes
3,Trenčiansky kraj,305,Trenčín,309,Trenčín,506648,Veľká Hradná,448,1,441.00484418245895,1,1.0,1.0
3,Trenčiansky kraj,305,Trenčín,309,Trenčín,506656,Veľké Bierovce,430,1,369.1039256892664,1,1.0,1.0
3,Trenčiansky kraj,305,Trenčín,309,Trenčín,545686,Melčice - Lieskové,972,1,922.9511832509522,1,1.0,1.0
3,Trenčiansky kraj,305,Trenčín,309,Trenčín,545741,Trenčianske Stankovce,1989,3,1991.2775877033466,3,1.0,1.0
3,Trenčiansky kraj,305,Trenčín,309,Trenčín,546682,Skalka nad Váhom,712,1,658.4568217278392,1,1.0,1.0
3,Trenčiansky kraj,305,Trenčín,309,Trenčín,556475,Zamarovce,675,1,713.3732886352855,1,1.0,1.0
3,Trenčiansky kraj,305,Trenčín,309,Trenčín,581348,Petrova Lehota,112,1,95.25129895182691,1,1.0,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501026,Komárno,14686,33,14553.995109780322,33,1.0,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501034,Bajč,584,3,652.3525319421234,3,1.0,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501042,Bodza,183,1,200.13122814430088,1,1.0,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501069,Brestovec,260,1,277.49489517255114,1,1.0,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501077,Búč,545,1,520.8131891155065,1,1.0,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501085,Čalovec,454,2,520.5628796001846,2,1.0,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501093,Číčov,494,1,500.78025061961483,1,1.0,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501107,Dedina Mládeže,198,1,209.53094750708564,1,1.0,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501115,Svätý Peter,1380,3,1396.5743421993643,3,1.0,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501123,Dulovce,638,2,565.8724119102818,2,1.0,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501140,Hurbanovo,3535,8,3395.65535661185,8,1.0,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501158,Chotín,721,1,686.8994597539668,1,1.0,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501166,Imeľ,1017,2,921.7917215826506,2,1.0,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501174,Iža,784,2,718.8597039632155,2,1.0,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501182,Kameničná,730,2,823.0165783048442,2,1.0,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501191,Klížska Nemá,219,1,199.17168094411332,1,1.0,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501204,Kolárovo,4205,10,4184.866512694412,10,1.0,0.9999999999999998
4,Nitriansky kraj,401,Komárno,401,Komárno,501212,Kravany nad Dunajom,311,1,367.49589940723155,1,1.0,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501221,Lipové,89,1,90.4488203060058,1,1.0,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501239,Marcelová,1472,3,1413.6648746100036,3,1.0,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501247,Martovce,324,1,366.84715291425596,1,1.0,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501255,Moča,609,1,594.0441142284551,1,1.0,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501263,Modrany,436,1,426.1544199919465,1,1.0,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501271,Mudroňovo,53,1,55.50830059507835,1,1.0,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501280,Nesvady,2083,4,2061.258456403666,4,1.0,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501301,Okoličná na Ostrove,557,1,526.0391137484869,1,1.0,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501310,Patince,302,1,311.6889113706957,1,1.0,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501328,Pribeta,1341,2,1390.2609569700874,2,1.0,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501336,Radvaň nad Dunajom,399,1,421.30799142450195,1,1.0,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501344,Sokolce,484,1,503.5069112569851,1,1.0,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501352,Šrobárová,291,1,272.62861549605583,1,1.0,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501361,Tôň,322,1,285.6439720677675,1,1.0,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501379,Trávnik,273,1,250.35993960606572,1,1.0,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501387,Veľké Kosihy,442,1,445.26249468855366,1,1.0,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501395,Bátorove Kosihy,1198,3,1205.3796942326455,3,1.0,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501409,Vrbová nad Váhom,243,1,249.20702382574956,1,1.0,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501417,Zemianska Olča,842,2,792.297447883397,2,1.0,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,501425,Zlatná na Ostrove,871,2,852.6564178040718,2,1.0,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,555819,Bodzianske Lúky,81,1,72.90282166027384,1,1.0,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,555827,Virt,160,1,132.70219317927865,1,1.0,1.0
4,Nitriansky kraj,401,Komárno,401,Komárno,580911,Holiare,184,1,205.5621434264116,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502031,Levice,17630,47,17305.444181922332,47,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502049,Bajka,90,1,77.78964014700547,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502057,Bátovce,595,1,598.9047326267996,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502065,Beša,287,1,339.78398070103344,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502073,Bielovce,92,1,78.34170564870345,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502090,Bory,161,1,130.6627663871498,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502103,Brhlovce,172,1,162.11396777757017,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502111,Čajkov,589,1,613.4302884104915,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502120,Čaka,332,1,340.32067680638005,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502154,Demandice,457,1,526.1814962750191,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502162,Devičany,231,1,245.6189756948718,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502171,Dolná Seč,250,1,248.5962724824966,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502189,Dolné Semerovce,200,1,239.99090113673967,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502197,Dolný Pial,445,1,462.95229593116926,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502201,Domadice,153,1,154.91897607598554,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502219,Drženice,213,2,192.09935032119586,2,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502227,Farná,620,1,732.6029821338865,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502243,Hokovce,239,1,255.309419854518,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502251,Hontianska Vrbica,251,1,248.14492514729164,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502260,Horná Seč,373,1,311.9276327094012,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502278,Horné Semerovce,284,1,237.8637067713204,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502286,Horné Turovce,279,1,236.69379500286846,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502294,Horný Pial,137,1,152.4165035057453,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502324,Hronovce,640,3,668.2682148411868,3,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502332,Hronské Kľačany,880,1,767.0552813589995,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502341,Hronské Kosihy,389,1,360.077341063384,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502359,Iňa,140,1,151.26438404896115,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502367,Ipeľské Úľany,146,1,160.24741422459172,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502375,Ipeľský Sokolec,387,1,428.1656047012998,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502383,Jabloňovce,137,1,127.0850396681139,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502391,Jur nad Hronom,531,1,574.3455554612636,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502413,Kalná nad Hronom,1011,2,950.2244051656174,2,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502421,Kozárovce,1130,2,967.6698767051932,2,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502430,Krškany,416,1,368.7971764308208,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502448,Kubáňovo,155,1,152.7763136775119,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502456,Kukučínov,227,1,245.38360795802507,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502464,Kuraľany,274,1,314.725395016474,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502472,Keť,348,1,378.9871131729626,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502481,Lok,426,1,400.863657449326,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502499,Lontov,214,1,244.9902816862752,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502502,Lula,82,1,90.45496423788568,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502511,Málaš,203,1,230.18923039485975,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502537,Malé Ludince,95,1,106.50927802353046,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502570,Mýtne Ludany,414,1,462.5688085553986,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502588,Nová Dedina,855,1,746.2352650955654,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502596,Nový Tekov,468,1,505.6547830590512,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502600,Nýrovce,268,1,288.1887546670493,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502618,Ondrejovce,205,1,234.19341001028369,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502626,Pastovce,189,1,165.95459763143495,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502634,Pečenice,109,1,128.10215275230834,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502642,Plášťovce,764,2,778.8275706508208,2,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502651,Plavé Vozokany,291,1,239.75961777077538,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502669,Podlužany,445,1,384.22938193661594,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502677,Pohronský Ruskov,532,1,458.3646023871586,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502693,Pukanec,984,2,1039.4429887224155,2,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502707,Rybník,859,1,693.8558570394483,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502715,Santovka,387,2,360.10338364626125,2,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502723,Sazdice,176,1,195.71704119017772,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502731,Sikenica,192,1,173.1832884591202,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502740,Slatina,102,1,90.264710150203,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502758,Starý Hrádok,104,1,110.19838179360991,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502766,Starý Tekov,936,1,751.6191943441634,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502782,Šahy,3344,8,3148.9665618985164,8,1.0,1.0000000000000002
4,Nitriansky kraj,402,Levice,402,Levice,502791,Šalov,71,1,79.21081334254067,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502804,Šarovce,576,1,691.1411381827637,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502812,Tehla,201,1,221.16194748810216,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502821,Tekovské Lužany,1119,3,1120.5994757457547,3,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502847,Tekovský Hrádok,174,1,157.78529745541576,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502863,Tlmače,1998,4,1879.1101518950923,4,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502871,Tupá,304,1,268.557421466496,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502880,Turá,103,1,103.74749389024853,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502898,Uhliská,109,1,94.23543672368797,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502910,Veľké Ludince,695,1,735.8541825799293,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502928,Veľké Turovce,374,1,412.6561391644544,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502936,Veľký Ďur,658,2,641.5794814222024,2,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502944,Vyškovce nad Ipľom,322,1,376.4796843658729,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502952,Vyšné nad Hronom,91,1,85.86469435797976,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502961,Zalaba,83,1,82.35253175982729,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502979,Zbrojníky,246,1,237.24185665091815,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,502987,Želiezovce,3260,8,3432.5094448897157,8,1.0,0.9999999999999999
4,Nitriansky kraj,402,Levice,402,Levice,502995,Žemberovce,705,1,580.9614076831361,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,503002,Žemliare,92,1,96.57553631577598,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,545350,Hontianske Trsťany,195,1,175.10685576880718,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,555843,Čata,479,1,556.3121921847053,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,556777,Jesenské,31,1,31.180823789536518,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,580937,Bohunice,94,1,78.80286733825652,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,581135,Malé Kozmálovce,209,1,205.8787533214242,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,581160,Veľké Kozmálovce,431,1,392.24917612741285,1,1.0,1.0
4,Nitriansky kraj,402,Levice,402,Levice,581895,Hrkovce,144,1,135.5028021295311,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,500011,Nitra,45245,71,46524.208482376176,71,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,500020,Alekšince,873,1,992.380506792399,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,500046,Báb,628,1,575.2228696222014,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,500071,Branč,1252,2,1304.73755164036,2,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,500101,Čakajovce,631,1,745.394314157267,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,500135,Čeľadice,574,1,643.0930885341102,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,500160,Čifáre,295,1,292.9359163889266,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,500194,Dolné Obdokovce,621,1,684.1167218730753,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,500232,Golianovo,1055,2,1013.2986612111795,2,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,500313,Hruboňovo,285,2,263.68515768102986,2,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,500356,Jarok,1197,2,1189.5136815631117,2,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,500372,Jelenec,1111,2,992.7181638010615,2,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,500381,Jelšovce,524,1,492.0655494691193,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,500399,Kapince,111,1,118.86557935870384,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,500402,Klasov,709,1,601.0192710708369,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,500411,Kolíňany,851,1,853.3838269523155,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,500453,Lehota,1385,2,1285.9677386642954,2,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,500470,Lúčnica nad Žitavou,551,2,527.625034900399,2,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,500488,Lukáčovce,600,1,680.9563447385051,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,500518,Veľké Chyndice,179,1,161.22696914018536,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,500534,Malé Zálužie,169,1,153.27403575096145,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,500569,Melek,261,1,251.91574572585378,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,500577,Mojmírovce,1469,3,1497.1100843407075,3,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,500631,Nová Ves nad Žitavou,744,1,612.169955900359,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,500640,Nové Sady,755,2,764.4599263300265,2,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,500666,Paňa,218,1,240.6614724362957,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,500674,Podhorany,632,2,701.1263761610945,2,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,500682,Pohranice,667,1,739.0680283623462,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,500691,Poľný Kesov,367,1,367.56889891172307,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,500704,Rišňovce,1191,2,1102.5280757734495,2,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,500712,Rumanová,466,1,536.9500577036115,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,500780,Šurianky,371,1,329.643697435228,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,500798,Tajná,185,1,178.17541138474448,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,500844,Veľká Dolina,382,1,352.79850187576557,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,500887,Veľké Zálužie,2373,3,2407.9317844497987,3,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,500895,Veľký Cetín,913,1,867.4007202245916,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,500917,Vinodol,955,2,868.6777013144573,2,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,500933,Vráble,4791,9,4596.510013087869,9,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,500941,Výčapy - Opatovce,1278,2,1283.7932711648664,2,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,500950,Zbehy,1250,2,1379.79739013843,2,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,500992,Žirany,775,1,675.4028438815972,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,501018,Žitavce,216,1,207.86050557207454,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,545589,Cabaj - Čápor,2211,4,2108.6668435609163,4,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,545635,Horné Lefantovce,535,1,631.9276133905291,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,555851,Malý Lapáš,630,1,540.0812417712658,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,555860,Veľký Lapáš,1029,1,1063.9084954083878,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,555886,Čechynce,757,1,754.5622351047558,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,555908,Malý Cetín,262,1,279.81814155775174,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,555959,Hosťová,260,1,300.4960283994991,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,555967,Telince,162,1,158.05172362806914,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,555991,Svätoplukovo,717,1,726.3533833705601,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,556696,Nitrianske Hrnčiarovce,1256,1,1450.6936069713054,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,556785,Malé Chyndice,211,1,181.3093536275187,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,558320,Ivanka pri Nitre,1554,3,1544.7096463396658,3,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,580899,Lužianky,1556,2,1811.6810766211324,2,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,581097,Ľudovítová,150,1,174.36374046321413,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,581623,Babindol,378,1,352.22640251956,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,581691,Štefanovičová,176,1,201.11779417186494,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,582387,Čab,441,1,432.46229349418724,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,582425,Dolné Lefantovce,400,1,339.87215816658534,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,582697,Bádice,216,1,238.30298797390753,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,403,Nitra,582719,Štitáre,597,1,652.0893372963454,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500062,Beladice,859,1,912.8613522268497,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500127,Čaradice,275,1,245.39353214285023,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500151,Čierne Kľačany,712,1,788.4419114537774,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500283,Hostie,708,1,826.0400819092611,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500305,Hosťovce,427,1,486.97249812562177,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500321,Choča,269,1,302.80492923001003,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500364,Jedľové Kostoľany,545,1,640.7135345529775,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500429,Kostoľany pod Tribečom,231,1,220.33036332653293,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500437,Ladice,411,1,434.1746688544005,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500461,Lovce,426,1,432.8247630988426,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500500,Machulince,646,1,646.494028995973,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500542,Mankovce,328,1,285.61761983886123,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500551,Martin nad Žitavou,336,1,362.49565033525226,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500585,Nemčiňany,337,1,346.3567778912166,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500593,Neverice,406,1,420.7102521622177,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500607,Nevidzany,390,1,409.2144325187555,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500658,Obyce,830,1,709.9406367598763,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500721,Skýcov,572,1,543.5442854997922,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500747,Sľažany,994,1,1143.3062662528932,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500755,Slepčany,484,1,561.9064382892666,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500810,Tesárske Mlyňany,908,2,830.6408638610566,2,1.0,1.0
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500828,Topoľčianky,1670,2,1719.9662824388201,2,1.0,1.0
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500836,Velčice,503,1,535.9281536484752,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500909,Vieska nad Žitavou,279,1,309.23614480734864,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500925,Volkovce,543,1,541.079727869879,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500968,Zlaté Moravce,6592,11,6278.610188391832,11,1.0,1.0
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500976,Zlatno,124,1,138.70349637701514,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,500984,Žikava,315,1,355.13598000583585,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,517305,Tekovské Nemce,565,1,478.63088338574335,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,555916,Červený Hrádok,259,1,297.51864951489904,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,555924,Malé Vozokany,202,1,217.34957056959558,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,555932,Veľké Vozokany,274,1,268.9164107948392,1,1.0,1.0
4,Nitriansky kraj,403,Nitra,407,Zlaté Moravce,582816,Žitavany,1089,2,1229.2714295849978,2,1.0,1.0
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503011,Nové Zámky,20157,37,20136.817510242756,37,1.0,0.9999999999999999
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503029,Andovce,930,1,835.9185751832604,1,1.0,1.0
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503037,Bajtava,162,1,167.26852046712213,1,1.0,1.0
4,Nitriansky kraj,404,Nové Zámky,404,Nové Zámky,503045,Bánov,2005,3,1854.7401080785492,3,1.0,1.0
